Data size:	256 x 256
Surface Size:	3.0000 x 3.0000
X Unit:	MicroMeter
Y Unit:	MicroMeter
Z Unit:	NanoMeter

X		Y		Z
0.3047	?m	0.0234	?m	-7.638261886	nm
0.3164	?m	0.0234	?m	-8.225820493	nm
0.3281	?m	0.0234	?m	-9.254048055	nm
0.3398	?m	0.0234	?m	-10.135385965	nm
0.3516	?m	0.0234	?m	-10.576054920	nm
0.3633	?m	0.0234	?m	-11.604282481	nm
0.3750	?m	0.0234	?m	-11.310503178	nm
0.3867	?m	0.0234	?m	-11.457392829	nm
0.3984	?m	0.0234	?m	-11.604282481	nm
0.4102	?m	0.0234	?m	-11.898061784	nm
0.4219	?m	0.0234	?m	-12.338730739	nm
0.4336	?m	0.0234	?m	-12.338730739	nm
0.4453	?m	0.0234	?m	-12.044951436	nm
0.4570	?m	0.0234	?m	-12.485620391	nm
0.4688	?m	0.0234	?m	-11.751172133	nm
0.4805	?m	0.0234	?m	-11.457392829	nm
0.4922	?m	0.0234	?m	-10.722944571	nm
0.5039	?m	0.0234	?m	-10.135385965	nm
0.5156	?m	0.0234	?m	-9.547827358	nm
0.5273	?m	0.0234	?m	-9.107158403	nm
0.5391	?m	0.0234	?m	-8.813379100	nm
0.5508	?m	0.0234	?m	-8.519599796	nm
0.5625	?m	0.0234	?m	-8.519599796	nm
0.5742	?m	0.0234	?m	-7.785151538	nm
0.5859	?m	0.0234	?m	-7.197592931	nm
0.5977	?m	0.0234	?m	-6.463144673	nm
0.6094	?m	0.0234	?m	-5.434917111	nm
0.6211	?m	0.0234	?m	-4.406689550	nm
0.6328	?m	0.0234	?m	-1.615786168	nm
0.6445	?m	0.0234	?m	0.293779303	nm
0.6563	?m	0.0234	?m	0.293779303	nm
0.6680	?m	0.0234	?m	-2.350234427	nm
0.6797	?m	0.0234	?m	-3.819130943	nm
0.6914	?m	0.0234	?m	-3.819130943	nm
0.7031	?m	0.0234	?m	-4.112910246	nm
0.7148	?m	0.0234	?m	-3.672241291	nm
0.7266	?m	0.0234	?m	-3.525351640	nm
0.7383	?m	0.0234	?m	-3.378461988	nm
0.7500	?m	0.0234	?m	-3.231572337	nm
0.7617	?m	0.0234	?m	-3.378461988	nm
0.7734	?m	0.0234	?m	-3.672241291	nm
0.7852	?m	0.0234	?m	-3.672241291	nm
0.7969	?m	0.0234	?m	-3.819130943	nm
0.8086	?m	0.0234	?m	-3.819130943	nm
0.8203	?m	0.0234	?m	-4.112910246	nm
0.8320	?m	0.0234	?m	-3.231572337	nm
0.8438	?m	0.0234	?m	-2.937793033	nm
0.8555	?m	0.0234	?m	-2.790903382	nm
0.8672	?m	0.0234	?m	-2.790903382	nm
0.8789	?m	0.0234	?m	-3.231572337	nm
0.8906	?m	0.0234	?m	-3.378461988	nm
0.9023	?m	0.0234	?m	-3.378461988	nm
0.9141	?m	0.0234	?m	-3.378461988	nm
0.9258	?m	0.0234	?m	-3.525351640	nm
0.9375	?m	0.0234	?m	-3.672241291	nm
0.9492	?m	0.0234	?m	-2.790903382	nm
0.9609	?m	0.0234	?m	-2.203344775	nm
0.9727	?m	0.0234	?m	-3.231572337	nm
0.9844	?m	0.0234	?m	-3.378461988	nm
0.9961	?m	0.0234	?m	-3.378461988	nm
1.0078	?m	0.0234	?m	-2.937793033	nm
1.0195	?m	0.0234	?m	-2.350234427	nm
1.0313	?m	0.0234	?m	-1.762675820	nm
1.0430	?m	0.0234	?m	-1.762675820	nm
1.0547	?m	0.0234	?m	-1.175117213	nm
1.0664	?m	0.0234	?m	-1.322006865	nm
1.0781	?m	0.0234	?m	-1.762675820	nm
1.0898	?m	0.0234	?m	-2.350234427	nm
1.1016	?m	0.0234	?m	-3.084682685	nm
1.1133	?m	0.0234	?m	-3.525351640	nm
1.1250	?m	0.0234	?m	-4.406689550	nm
1.1367	?m	0.0234	?m	-4.553579201	nm
1.1484	?m	0.0234	?m	-4.553579201	nm
1.1602	?m	0.0234	?m	-4.700468853	nm
1.1719	?m	0.0234	?m	-4.406689550	nm
1.1836	?m	0.0234	?m	-4.259799898	nm
1.1953	?m	0.0234	?m	-4.259799898	nm
1.2070	?m	0.0234	?m	-4.406689550	nm
1.2188	?m	0.0234	?m	-3.819130943	nm
1.2305	?m	0.0234	?m	-3.672241291	nm
1.2422	?m	0.0234	?m	-3.231572337	nm
1.2539	?m	0.0234	?m	-3.231572337	nm
1.2656	?m	0.0234	?m	-2.644013730	nm
1.2773	?m	0.0234	?m	-2.350234427	nm
1.2891	?m	0.0234	?m	-2.203344775	nm
1.3008	?m	0.0234	?m	-2.203344775	nm
1.3125	?m	0.0234	?m	-2.350234427	nm
1.3242	?m	0.0234	?m	-2.644013730	nm
1.3359	?m	0.0234	?m	-2.937793033	nm
1.3477	?m	0.0234	?m	-2.497124078	nm
1.3594	?m	0.0234	?m	-2.056455123	nm
1.3711	?m	0.0234	?m	-1.909565472	nm
1.3828	?m	0.0234	?m	-1.468896517	nm
1.3945	?m	0.0234	?m	-1.322006865	nm
1.4063	?m	0.0234	?m	-0.734448258	nm
1.4180	?m	0.0234	?m	-0.293779303	nm
1.4297	?m	0.0234	?m	-0.146889652	nm
1.4414	?m	0.0234	?m	0.293779303	nm
1.4531	?m	0.0234	?m	0.440668955	nm
1.4648	?m	0.0234	?m	1.028227562	nm
1.4766	?m	0.0234	?m	1.468896517	nm
1.4883	?m	0.0234	?m	1.909565472	nm
1.5000	?m	0.0234	?m	2.350234427	nm
1.5117	?m	0.0234	?m	2.350234427	nm
1.5234	?m	0.0234	?m	3.378461988	nm
1.5352	?m	0.0234	?m	4.112910246	nm
1.5469	?m	0.0234	?m	4.406689550	nm
1.5586	?m	0.0234	?m	4.994248156	nm
1.5703	?m	0.0234	?m	5.434917111	nm
1.5820	?m	0.0234	?m	5.728696415	nm
1.5938	?m	0.0234	?m	5.581806763	nm
1.6055	?m	0.0234	?m	5.581806763	nm
1.6172	?m	0.0234	?m	5.288027460	nm
1.6289	?m	0.0234	?m	4.700468853	nm
1.6406	?m	0.0234	?m	4.259799898	nm
1.6523	?m	0.0234	?m	3.084682685	nm
1.6641	?m	0.0234	?m	2.644013730	nm
1.6758	?m	0.0234	?m	2.056455123	nm
1.6875	?m	0.0234	?m	1.615786168	nm
1.6992	?m	0.0234	?m	0.734448258	nm
1.7109	?m	0.0234	?m	0.146889652	nm
1.7227	?m	0.0234	?m	-0.587558607	nm
1.7344	?m	0.0234	?m	-0.881337910	nm
1.7461	?m	0.0234	?m	-1.322006865	nm
1.7578	?m	0.0234	?m	-1.322006865	nm
1.7695	?m	0.0234	?m	-1.762675820	nm
1.7813	?m	0.0234	?m	-1.909565472	nm
1.7930	?m	0.0234	?m	-1.909565472	nm
1.8047	?m	0.0234	?m	-1.909565472	nm
1.8164	?m	0.0234	?m	-2.203344775	nm
1.8281	?m	0.0234	?m	-2.790903382	nm
1.8398	?m	0.0234	?m	-3.084682685	nm
1.8516	?m	0.0234	?m	-2.937793033	nm
1.8633	?m	0.0234	?m	-2.937793033	nm
1.8750	?m	0.0234	?m	-3.378461988	nm
1.8867	?m	0.0234	?m	-3.378461988	nm
1.8984	?m	0.0234	?m	-3.819130943	nm
1.9102	?m	0.0234	?m	-3.819130943	nm
1.9219	?m	0.0234	?m	-3.819130943	nm
1.9336	?m	0.0234	?m	-4.700468853	nm
1.9453	?m	0.0234	?m	-5.288027460	nm
1.9570	?m	0.0234	?m	-5.581806763	nm
1.9688	?m	0.0234	?m	-5.875586066	nm
1.9805	?m	0.0234	?m	-6.169365370	nm
1.9922	?m	0.0234	?m	-6.463144673	nm
2.0039	?m	0.0234	?m	-6.903813628	nm
2.0156	?m	0.0234	?m	-7.050703280	nm
2.0273	?m	0.0234	?m	-6.903813628	nm
2.0391	?m	0.0234	?m	-7.344482583	nm
2.0508	?m	0.0234	?m	-7.785151538	nm
2.0625	?m	0.0234	?m	-8.225820493	nm
2.0742	?m	0.0234	?m	-8.372710145	nm
2.0859	?m	0.0234	?m	-8.078930841	nm
2.0977	?m	0.0234	?m	-7.785151538	nm
2.1094	?m	0.0234	?m	-8.519599796	nm
2.1211	?m	0.0234	?m	-8.225820493	nm
2.1328	?m	0.0234	?m	-7.785151538	nm
2.1445	?m	0.0234	?m	-7.344482583	nm
2.1562	?m	0.0234	?m	-7.491372235	nm
2.1680	?m	0.0234	?m	-6.903813628	nm
2.1797	?m	0.0234	?m	-6.903813628	nm
2.1914	?m	0.0234	?m	-6.316255021	nm
2.2031	?m	0.0234	?m	-6.022475718	nm
2.2148	?m	0.0234	?m	-5.728696415	nm
2.2266	?m	0.0234	?m	-5.581806763	nm
2.2383	?m	0.0234	?m	-5.434917111	nm
2.2500	?m	0.0234	?m	-5.581806763	nm
2.2617	?m	0.0234	?m	-5.434917111	nm
2.2734	?m	0.0234	?m	-5.288027460	nm
2.2852	?m	0.0234	?m	-5.434917111	nm
2.2969	?m	0.0234	?m	-5.141137808	nm
2.3086	?m	0.0234	?m	-4.847358505	nm
2.3203	?m	0.0234	?m	-4.112910246	nm
2.3320	?m	0.0234	?m	-3.966020595	nm
2.3438	?m	0.0234	?m	-3.378461988	nm
2.3555	?m	0.0234	?m	-2.644013730	nm
2.3672	?m	0.0234	?m	-2.497124078	nm
2.3789	?m	0.0234	?m	-1.909565472	nm
2.3906	?m	0.0234	?m	-1.468896517	nm
2.4023	?m	0.0234	?m	-0.734448258	nm
2.4141	?m	0.0234	?m	-0.440668955	nm
2.4258	?m	0.0234	?m	0.146889652	nm
2.4375	?m	0.0234	?m	1.322006865	nm
2.4492	?m	0.0234	?m	2.350234427	nm
2.4609	?m	0.0234	?m	3.378461988	nm
2.4727	?m	0.0234	?m	3.672241291	nm
2.4844	?m	0.0234	?m	3.966020595	nm
2.4961	?m	0.0234	?m	4.259799898	nm
2.5078	?m	0.0234	?m	3.819130943	nm
2.5195	?m	0.0234	?m	4.259799898	nm
2.5313	?m	0.0234	?m	4.553579201	nm
2.5430	?m	0.0234	?m	4.847358505	nm
2.5547	?m	0.0234	?m	5.288027460	nm
2.5664	?m	0.0234	?m	5.581806763	nm
2.5781	?m	0.0234	?m	5.434917111	nm
2.5898	?m	0.0234	?m	5.434917111	nm
2.6016	?m	0.0234	?m	5.141137808	nm
2.6133	?m	0.0234	?m	5.581806763	nm
2.6250	?m	0.0234	?m	5.141137808	nm
2.6367	?m	0.0234	?m	5.288027460	nm
2.6484	?m	0.0234	?m	5.728696415	nm
2.6602	?m	0.0234	?m	5.875586066	nm
2.6719	?m	0.0234	?m	6.316255021	nm
2.6836	?m	0.0234	?m	6.756923976	nm
2.6953	?m	0.0234	?m	6.756923976	nm
2.7070	?m	0.0234	?m	7.197592931	nm
2.7188	?m	0.0234	?m	7.197592931	nm
2.7305	?m	0.0234	?m	7.197592931	nm
2.7422	?m	0.0234	?m	7.638261886	nm
2.7539	?m	0.0234	?m	8.519599796	nm
2.7656	?m	0.0234	?m	8.225820493	nm
2.7773	?m	0.0234	?m	7.197592931	nm
2.7891	?m	0.0234	?m	7.197592931	nm
2.8008	?m	0.0234	?m	6.903813628	nm
2.8125	?m	0.0234	?m	6.316255021	nm
2.8242	?m	0.0234	?m	6.022475718	nm
2.8359	?m	0.0234	?m	5.875586066	nm
2.8477	?m	0.0234	?m	5.875586066	nm
2.8594	?m	0.0234	?m	5.728696415	nm
2.8711	?m	0.0234	?m	5.728696415	nm
2.8828	?m	0.0234	?m	6.022475718	nm
2.8945	?m	0.0234	?m	6.316255021	nm
2.9062	?m	0.0234	?m	6.463144673	nm
2.9180	?m	0.0234	?m	6.756923976	nm
2.9297	?m	0.0234	?m	7.050703280	nm
2.9414	?m	0.0234	?m	7.344482583	nm
2.9531	?m	0.0234	?m	7.344482583	nm
2.9648	?m	0.0234	?m	7.197592931	nm
2.9766	?m	0.0234	?m	7.050703280	nm
2.9883	?m	0.0234	?m	6.903813628	nm
0.0000	?m	0.0352	?m	-6.903813628	nm
0.0117	?m	0.0352	?m	-7.344482583	nm
0.0234	?m	0.0352	?m	-7.785151538	nm
0.0352	?m	0.0352	?m	-7.491372235	nm
0.0469	?m	0.0352	?m	-6.903813628	nm
0.0586	?m	0.0352	?m	-6.610034325	nm
0.0703	?m	0.0352	?m	-6.463144673	nm
0.0820	?m	0.0352	?m	-6.903813628	nm
0.0938	?m	0.0352	?m	-7.638261886	nm
0.1055	?m	0.0352	?m	-8.225820493	nm
0.1172	?m	0.0352	?m	-8.813379100	nm
0.1289	?m	0.0352	?m	-9.547827358	nm
0.1406	?m	0.0352	?m	-9.988496313	nm
0.1523	?m	0.0352	?m	-10.869834223	nm
0.1641	?m	0.0352	?m	-11.751172133	nm
0.1758	?m	0.0352	?m	-12.044951436	nm
0.1875	?m	0.0352	?m	-12.191841088	nm
0.1992	?m	0.0352	?m	-11.898061784	nm
0.2109	?m	0.0352	?m	-11.016723874	nm
0.2227	?m	0.0352	?m	-11.310503178	nm
0.2344	?m	0.0352	?m	-10.429165268	nm
0.2461	?m	0.0352	?m	-9.841606661	nm
0.2578	?m	0.0352	?m	-8.960268751	nm
0.2695	?m	0.0352	?m	-7.785151538	nm
0.2812	?m	0.0352	?m	-4.112910246	nm
0.2930	?m	0.0352	?m	-4.112910246	nm
0.3047	?m	0.0352	?m	-6.316255021	nm
0.3164	?m	0.0352	?m	-7.491372235	nm
0.3281	?m	0.0352	?m	-8.519599796	nm
0.3398	?m	0.0352	?m	-9.254048055	nm
0.3516	?m	0.0352	?m	-9.988496313	nm
0.3633	?m	0.0352	?m	-10.576054920	nm
0.3750	?m	0.0352	?m	-10.576054920	nm
0.3867	?m	0.0352	?m	-10.869834223	nm
0.3984	?m	0.0352	?m	-11.163613526	nm
0.4102	?m	0.0352	?m	-11.604282481	nm
0.4219	?m	0.0352	?m	-11.898061784	nm
0.4336	?m	0.0352	?m	-12.044951436	nm
0.4453	?m	0.0352	?m	-11.457392829	nm
0.4570	?m	0.0352	?m	-12.044951436	nm
0.4688	?m	0.0352	?m	-11.310503178	nm
0.4805	?m	0.0352	?m	-10.869834223	nm
0.4922	?m	0.0352	?m	-10.282275616	nm
0.5039	?m	0.0352	?m	-9.694717010	nm
0.5156	?m	0.0352	?m	-9.107158403	nm
0.5273	?m	0.0352	?m	-8.813379100	nm
0.5391	?m	0.0352	?m	-8.666489448	nm
0.5508	?m	0.0352	?m	-8.372710145	nm
0.5625	?m	0.0352	?m	-8.372710145	nm
0.5742	?m	0.0352	?m	-7.785151538	nm
0.5859	?m	0.0352	?m	-7.050703280	nm
0.5977	?m	0.0352	?m	-6.463144673	nm
0.6094	?m	0.0352	?m	-5.875586066	nm
0.6211	?m	0.0352	?m	-4.994248156	nm
0.6328	?m	0.0352	?m	-3.525351640	nm
0.6445	?m	0.0352	?m	-3.231572337	nm
0.6563	?m	0.0352	?m	-2.937793033	nm
0.6680	?m	0.0352	?m	-3.819130943	nm
0.6797	?m	0.0352	?m	-4.700468853	nm
0.6914	?m	0.0352	?m	-4.553579201	nm
0.7031	?m	0.0352	?m	-4.700468853	nm
0.7148	?m	0.0352	?m	-4.406689550	nm
0.7266	?m	0.0352	?m	-4.406689550	nm
0.7383	?m	0.0352	?m	-4.259799898	nm
0.7500	?m	0.0352	?m	-3.819130943	nm
0.7617	?m	0.0352	?m	-4.112910246	nm
0.7734	?m	0.0352	?m	-4.553579201	nm
0.7852	?m	0.0352	?m	-4.406689550	nm
0.7969	?m	0.0352	?m	-4.700468853	nm
0.8086	?m	0.0352	?m	-4.847358505	nm
0.8203	?m	0.0352	?m	-4.994248156	nm
0.8320	?m	0.0352	?m	-4.406689550	nm
0.8438	?m	0.0352	?m	-3.819130943	nm
0.8555	?m	0.0352	?m	-3.672241291	nm
0.8672	?m	0.0352	?m	-3.084682685	nm
0.8789	?m	0.0352	?m	-3.672241291	nm
0.8906	?m	0.0352	?m	-3.966020595	nm
0.9023	?m	0.0352	?m	-4.112910246	nm
0.9141	?m	0.0352	?m	-4.259799898	nm
0.9258	?m	0.0352	?m	-4.259799898	nm
0.9375	?m	0.0352	?m	-4.112910246	nm
0.9492	?m	0.0352	?m	-4.553579201	nm
0.9609	?m	0.0352	?m	-3.084682685	nm
0.9727	?m	0.0352	?m	-3.378461988	nm
0.9844	?m	0.0352	?m	-3.231572337	nm
0.9961	?m	0.0352	?m	-3.084682685	nm
1.0078	?m	0.0352	?m	-2.644013730	nm
1.0195	?m	0.0352	?m	-2.350234427	nm
1.0313	?m	0.0352	?m	-0.440668955	nm
1.0430	?m	0.0352	?m	-1.175117213	nm
1.0547	?m	0.0352	?m	-0.881337910	nm
1.0664	?m	0.0352	?m	-1.175117213	nm
1.0781	?m	0.0352	?m	-1.468896517	nm
1.0898	?m	0.0352	?m	-2.056455123	nm
1.1016	?m	0.0352	?m	-2.644013730	nm
1.1133	?m	0.0352	?m	-3.672241291	nm
1.1250	?m	0.0352	?m	-4.406689550	nm
1.1367	?m	0.0352	?m	-4.406689550	nm
1.1484	?m	0.0352	?m	-4.406689550	nm
1.1602	?m	0.0352	?m	-4.553579201	nm
1.1719	?m	0.0352	?m	-4.406689550	nm
1.1836	?m	0.0352	?m	-4.259799898	nm
1.1953	?m	0.0352	?m	-4.259799898	nm
1.2070	?m	0.0352	?m	-4.112910246	nm
1.2188	?m	0.0352	?m	-3.819130943	nm
1.2305	?m	0.0352	?m	-3.378461988	nm
1.2422	?m	0.0352	?m	-3.231572337	nm
1.2539	?m	0.0352	?m	-2.937793033	nm
1.2656	?m	0.0352	?m	-2.644013730	nm
1.2773	?m	0.0352	?m	-2.203344775	nm
1.2891	?m	0.0352	?m	-2.203344775	nm
1.3008	?m	0.0352	?m	-2.203344775	nm
1.3125	?m	0.0352	?m	-2.350234427	nm
1.3242	?m	0.0352	?m	-2.350234427	nm
1.3359	?m	0.0352	?m	-2.497124078	nm
1.3477	?m	0.0352	?m	-2.497124078	nm
1.3594	?m	0.0352	?m	-2.056455123	nm
1.3711	?m	0.0352	?m	-1.468896517	nm
1.3828	?m	0.0352	?m	-1.175117213	nm
1.3945	?m	0.0352	?m	-0.881337910	nm
1.4063	?m	0.0352	?m	-0.587558607	nm
1.4180	?m	0.0352	?m	-0.440668955	nm
1.4297	?m	0.0352	?m	0.000000000	nm
1.4414	?m	0.0352	?m	0.587558607	nm
1.4531	?m	0.0352	?m	0.734448258	nm
1.4648	?m	0.0352	?m	0.881337910	nm
1.4766	?m	0.0352	?m	1.762675820	nm
1.4883	?m	0.0352	?m	2.497124078	nm
1.5000	?m	0.0352	?m	2.790903382	nm
1.5117	?m	0.0352	?m	3.231572337	nm
1.5234	?m	0.0352	?m	4.259799898	nm
1.5352	?m	0.0352	?m	4.847358505	nm
1.5469	?m	0.0352	?m	5.141137808	nm
1.5586	?m	0.0352	?m	6.022475718	nm
1.5703	?m	0.0352	?m	6.463144673	nm
1.5820	?m	0.0352	?m	6.903813628	nm
1.5938	?m	0.0352	?m	6.756923976	nm
1.6055	?m	0.0352	?m	6.756923976	nm
1.6172	?m	0.0352	?m	6.316255021	nm
1.6289	?m	0.0352	?m	5.434917111	nm
1.6406	?m	0.0352	?m	4.700468853	nm
1.6523	?m	0.0352	?m	3.378461988	nm
1.6641	?m	0.0352	?m	2.644013730	nm
1.6758	?m	0.0352	?m	1.909565472	nm
1.6875	?m	0.0352	?m	1.615786168	nm
1.6992	?m	0.0352	?m	0.587558607	nm
1.7109	?m	0.0352	?m	0.000000000	nm
1.7227	?m	0.0352	?m	-0.881337910	nm
1.7344	?m	0.0352	?m	-1.322006865	nm
1.7461	?m	0.0352	?m	-1.762675820	nm
1.7578	?m	0.0352	?m	-1.615786168	nm
1.7695	?m	0.0352	?m	-2.056455123	nm
1.7813	?m	0.0352	?m	-2.056455123	nm
1.7930	?m	0.0352	?m	-2.350234427	nm
1.8047	?m	0.0352	?m	-2.350234427	nm
1.8164	?m	0.0352	?m	-2.937793033	nm
1.8281	?m	0.0352	?m	-3.084682685	nm
1.8398	?m	0.0352	?m	-3.378461988	nm
1.8516	?m	0.0352	?m	-3.084682685	nm
1.8633	?m	0.0352	?m	-3.378461988	nm
1.8750	?m	0.0352	?m	-3.525351640	nm
1.8867	?m	0.0352	?m	-3.525351640	nm
1.8984	?m	0.0352	?m	-3.819130943	nm
1.9102	?m	0.0352	?m	-4.259799898	nm
1.9219	?m	0.0352	?m	-4.112910246	nm
1.9336	?m	0.0352	?m	-4.553579201	nm
1.9453	?m	0.0352	?m	-4.994248156	nm
1.9570	?m	0.0352	?m	-5.434917111	nm
1.9688	?m	0.0352	?m	-5.728696415	nm
1.9805	?m	0.0352	?m	-5.875586066	nm
1.9922	?m	0.0352	?m	-6.316255021	nm
2.0039	?m	0.0352	?m	-6.463144673	nm
2.0156	?m	0.0352	?m	-6.610034325	nm
2.0273	?m	0.0352	?m	-6.610034325	nm
2.0391	?m	0.0352	?m	-7.050703280	nm
2.0508	?m	0.0352	?m	-7.491372235	nm
2.0625	?m	0.0352	?m	-7.638261886	nm
2.0742	?m	0.0352	?m	-7.344482583	nm
2.0859	?m	0.0352	?m	-7.344482583	nm
2.0977	?m	0.0352	?m	-7.785151538	nm
2.1094	?m	0.0352	?m	-8.078930841	nm
2.1211	?m	0.0352	?m	-7.785151538	nm
2.1328	?m	0.0352	?m	-7.491372235	nm
2.1445	?m	0.0352	?m	-6.903813628	nm
2.1562	?m	0.0352	?m	-6.756923976	nm
2.1680	?m	0.0352	?m	-6.610034325	nm
2.1797	?m	0.0352	?m	-6.610034325	nm
2.1914	?m	0.0352	?m	-6.022475718	nm
2.2031	?m	0.0352	?m	-5.875586066	nm
2.2148	?m	0.0352	?m	-5.434917111	nm
2.2266	?m	0.0352	?m	-5.288027460	nm
2.2383	?m	0.0352	?m	-5.141137808	nm
2.2500	?m	0.0352	?m	-5.434917111	nm
2.2617	?m	0.0352	?m	-5.288027460	nm
2.2734	?m	0.0352	?m	-5.141137808	nm
2.2852	?m	0.0352	?m	-5.141137808	nm
2.2969	?m	0.0352	?m	-4.994248156	nm
2.3086	?m	0.0352	?m	-4.700468853	nm
2.3203	?m	0.0352	?m	-4.112910246	nm
2.3320	?m	0.0352	?m	-3.819130943	nm
2.3438	?m	0.0352	?m	-3.231572337	nm
2.3555	?m	0.0352	?m	-2.790903382	nm
2.3672	?m	0.0352	?m	-2.644013730	nm
2.3789	?m	0.0352	?m	-2.203344775	nm
2.3906	?m	0.0352	?m	-1.615786168	nm
2.4023	?m	0.0352	?m	-1.322006865	nm
2.4141	?m	0.0352	?m	-0.881337910	nm
2.4258	?m	0.0352	?m	-0.293779303	nm
2.4375	?m	0.0352	?m	0.587558607	nm
2.4492	?m	0.0352	?m	1.322006865	nm
2.4609	?m	0.0352	?m	2.203344775	nm
2.4727	?m	0.0352	?m	2.937793033	nm
2.4844	?m	0.0352	?m	3.231572337	nm
2.4961	?m	0.0352	?m	3.084682685	nm
2.5078	?m	0.0352	?m	3.084682685	nm
2.5195	?m	0.0352	?m	3.378461988	nm
2.5313	?m	0.0352	?m	3.819130943	nm
2.5430	?m	0.0352	?m	4.112910246	nm
2.5547	?m	0.0352	?m	4.406689550	nm
2.5664	?m	0.0352	?m	4.700468853	nm
2.5781	?m	0.0352	?m	4.847358505	nm
2.5898	?m	0.0352	?m	4.847358505	nm
2.6016	?m	0.0352	?m	4.847358505	nm
2.6133	?m	0.0352	?m	4.994248156	nm
2.6250	?m	0.0352	?m	4.847358505	nm
2.6367	?m	0.0352	?m	4.994248156	nm
2.6484	?m	0.0352	?m	5.581806763	nm
2.6602	?m	0.0352	?m	5.875586066	nm
2.6719	?m	0.0352	?m	6.610034325	nm
2.6836	?m	0.0352	?m	7.197592931	nm
2.6953	?m	0.0352	?m	7.197592931	nm
2.7070	?m	0.0352	?m	7.197592931	nm
2.7188	?m	0.0352	?m	7.344482583	nm
2.7305	?m	0.0352	?m	7.344482583	nm
2.7422	?m	0.0352	?m	8.078930841	nm
2.7539	?m	0.0352	?m	8.519599796	nm
2.7656	?m	0.0352	?m	8.519599796	nm
2.7773	?m	0.0352	?m	7.491372235	nm
2.7891	?m	0.0352	?m	7.344482583	nm
2.8008	?m	0.0352	?m	7.197592931	nm
2.8125	?m	0.0352	?m	6.463144673	nm
2.8242	?m	0.0352	?m	6.022475718	nm
2.8359	?m	0.0352	?m	6.022475718	nm
2.8477	?m	0.0352	?m	5.728696415	nm
2.8594	?m	0.0352	?m	5.728696415	nm
2.8711	?m	0.0352	?m	5.728696415	nm
2.8828	?m	0.0352	?m	5.875586066	nm
2.8945	?m	0.0352	?m	5.875586066	nm
2.9062	?m	0.0352	?m	6.022475718	nm
2.9180	?m	0.0352	?m	6.316255021	nm
2.9297	?m	0.0352	?m	6.316255021	nm
2.9414	?m	0.0352	?m	6.610034325	nm
2.9531	?m	0.0352	?m	6.756923976	nm
2.9648	?m	0.0352	?m	6.610034325	nm
2.9766	?m	0.0352	?m	6.316255021	nm
2.9883	?m	0.0352	?m	6.316255021	nm
0.0000	?m	0.0469	?m	-7.785151538	nm
0.0117	?m	0.0469	?m	-8.078930841	nm
0.0234	?m	0.0469	?m	-7.785151538	nm
0.0352	?m	0.0469	?m	-8.666489448	nm
0.0469	?m	0.0469	?m	-7.785151538	nm
0.0586	?m	0.0469	?m	-7.638261886	nm
0.0703	?m	0.0469	?m	-7.197592931	nm
0.0820	?m	0.0469	?m	-7.638261886	nm
0.0938	?m	0.0469	?m	-8.225820493	nm
0.1055	?m	0.0469	?m	-8.372710145	nm
0.1172	?m	0.0469	?m	-9.107158403	nm
0.1289	?m	0.0469	?m	-9.694717010	nm
0.1406	?m	0.0469	?m	-9.841606661	nm
0.1523	?m	0.0469	?m	-11.163613526	nm
0.1641	?m	0.0469	?m	-11.898061784	nm
0.1758	?m	0.0469	?m	-11.898061784	nm
0.1875	?m	0.0469	?m	-12.191841088	nm
0.1992	?m	0.0469	?m	-11.898061784	nm
0.2109	?m	0.0469	?m	-10.869834223	nm
0.2227	?m	0.0469	?m	-11.310503178	nm
0.2344	?m	0.0469	?m	-10.429165268	nm
0.2461	?m	0.0469	?m	-9.694717010	nm
0.2578	?m	0.0469	?m	-8.666489448	nm
0.2695	?m	0.0469	?m	-7.197592931	nm
0.2812	?m	0.0469	?m	-4.259799898	nm
0.2930	?m	0.0469	?m	-3.525351640	nm
0.3047	?m	0.0469	?m	-5.288027460	nm
0.3164	?m	0.0469	?m	-6.903813628	nm
0.3281	?m	0.0469	?m	-7.785151538	nm
0.3398	?m	0.0469	?m	-8.666489448	nm
0.3516	?m	0.0469	?m	-8.960268751	nm
0.3633	?m	0.0469	?m	-9.547827358	nm
0.3750	?m	0.0469	?m	-9.694717010	nm
0.3867	?m	0.0469	?m	-10.282275616	nm
0.3984	?m	0.0469	?m	-10.429165268	nm
0.4102	?m	0.0469	?m	-11.016723874	nm
0.4219	?m	0.0469	?m	-11.163613526	nm
0.4336	?m	0.0469	?m	-11.457392829	nm
0.4453	?m	0.0469	?m	-11.604282481	nm
0.4570	?m	0.0469	?m	-11.898061784	nm
0.4688	?m	0.0469	?m	-11.016723874	nm
0.4805	?m	0.0469	?m	-10.576054920	nm
0.4922	?m	0.0469	?m	-10.135385965	nm
0.5039	?m	0.0469	?m	-9.547827358	nm
0.5156	?m	0.0469	?m	-9.107158403	nm
0.5273	?m	0.0469	?m	-8.666489448	nm
0.5391	?m	0.0469	?m	-8.225820493	nm
0.5508	?m	0.0469	?m	-8.372710145	nm
0.5625	?m	0.0469	?m	-8.078930841	nm
0.5742	?m	0.0469	?m	-7.785151538	nm
0.5859	?m	0.0469	?m	-7.197592931	nm
0.5977	?m	0.0469	?m	-6.610034325	nm
0.6094	?m	0.0469	?m	-6.169365370	nm
0.6211	?m	0.0469	?m	-5.875586066	nm
0.6328	?m	0.0469	?m	-4.994248156	nm
